Ticker;Company;Sector;Industry;Price;Market Cap;Currency;Exchange;Avg Volume;Avg Dollar Volume;Liquidity
SU.TO;SUNCOR ENERGY INC.;ENERGY;Oil & Gas Integrated;76.92;90822918144.0;CAD;TOR;6232876.0;479432822.0;HOCH
MCK;McKesson Corporation;HEALTHCARE;Medical Distribution;774.05;90624024576.0;USD;NYQ;1065430.0;824696092.0;HOCH
BE;Bloom Energy Corporation;INDUSTRIALS;Electrical Equipment & Parts;317.105;90108977152.0;USD;NYQ;10574777.0;3353314661.0;HOCH
SNPS;Synopsys, Inc.;SOFTWARE;Software - Infrastructure;468.13;89637216256.0;USD;NMS;1859793.0;870624897.0;HOCH
UPS;United Parcel Service, Inc.;INDUSTRIALS;Integrated Freight & Logistics;105.35;89548161024.0;USD;NYQ;5688545.0;599288216.0;HOCH
ASX;ASE Technology Holding Co., Ltd;SEMICONDUCTOR;Semiconductors;40.52;88898691072.0;USD;NYQ;9209343.0;373162578.0;HOCH
ADP;Automatic Data Processing, Inc.;SOFTWARE;Software - Application;221.38;88493178880.0;USD;NMS;2929524.0;648538023.0;HOCH
FCX;Freeport-McMoRan, Inc.;MINING;Copper;61.34;88179916800.0;USD;NYQ;14810517.0;908477113.0;HOCH
BYDDY;BYD Co., Ltd.;CONSUMER CYCLICAL;Auto Manufacturers;9.62;87707435008.0;USD;PNK;1821322.0;17521118.0;HOCH
JCI;Johnson Controls International ;INDUSTRIALS;Building Products & Equipment;142.5;86941466624.0;USD;NYQ;3655233.0;520870702.0;HOCH
MMM;3M Company;INDUSTRIALS;Conglomerates;166.46;86820093952.0;USD;NYQ;3747209.0;623760410.0;HOCH
HOOD;Robinhood Markets, Inc.;FINANCIALS;Capital Markets;96.39;86799687680.0;USD;NMS;31455025.0;3031949860.0;HOCH
HCA;HCA Healthcare, Inc.;HEALTHCARE;Medical Care Facilities;390.97;86732709888.0;USD;NYQ;1386422.0;542049409.0;HOCH
CSX;CSX Corporation;INDUSTRIALS;Railroads;46.29;86013247488.0;USD;NMS;12765609.0;590920041.0;HOCH
KKR;KKR & Co. Inc.;FINANCIALS;Asset Management;91.95;85737996288.0;USD;NYQ;4940232.0;454254332.0;HOCH
MELI;MercadoLibre, Inc.;CONSUMER CYCLICAL;Internet Retail;1666.345;84479000576.0;USD;NMS;539854.0;899583014.0;HOCH
SPG;Simon Property Group, Inc.;REAL ESTATE;REIT - Retail;221.99;84351680512.0;USD;NYQ;1672529.0;371284713.0;HOCH
CME;CME Group Inc.;FINANCIALS;Financial Data & Stock Exchanges;232.88;84144840704.0;USD;NMS;2920441.0;680112300.0;HOCH
SHW;Sherwin-Williams Company (The);MATERIALS;Specialty Chemicals;335.22;82677194752.0;USD;NYQ;2062222.0;691298059.0;HOCH
AMT;American Tower Corporation (REI;REAL ESTATE;REIT - Specialty;176.17;82076377088.0;USD;NYQ;3091875.0;544695619.0;HOCH
CNQ;Canadian Natural Resources Limi;ENERGY;Oil & Gas E&P;39.18;81718116352.0;USD;NYQ;10330398.0;404744994.0;HOCH
CMCSA;Comcast Corporation;COMMUNICATION;Telecom Services;22.76;81303920640.0;USD;NMS;31302311.0;712440598.0;HOCH
ACN;Accenture plc;TECHNOLOGY;Information Technology Services;131.42;80421429248.0;USD;NYQ;6615617.0;869424386.0;HOCH
MDLZ;Mondelez International, Inc.;CONSUMER DEFENSIVE;Confectioners;62.195;79843016704.0;USD;NMS;8334454.0;518361367.0;HOCH
EMR;Emerson Electric Company;INDUSTRIALS;Specialty Industrial Machinery;141.475;79240142848.0;USD;NYQ;2895022.0;409573237.0;HOCH
MCO;Moody's Corporation;FINANCIALS;Financial Data & Stock Exchanges;453.18;79159861248.0;USD;NYQ;1040541.0;471552370.0;HOCH
HLT;Hilton Worldwide Holdings Inc.;CONSUMER CYCLICAL;Lodging;346.555;78892679168.0;USD;NYQ;1604320.0;555985118.0;HOCH
DASH;DoorDash, Inc.;CONSUMER CYCLICAL;Internet Retail;181.06;78891229184.0;USD;NMS;4827614.0;874087791.0;HOCH
ADBE;Adobe Inc.;SOFTWARE;Software - Application;198.1951;78782554112.0;USD;NMS;6054320.0;1199936558.0;HOCH
DDOG;Datadog, Inc.;SOFTWARE;Software - Application;221.28;78766874624.0;USD;NMS;5791004.0;1281433365.0;HOCH
1177.HK;SBP GROUP;BIOTECH;Biotechnology;4.41;78658486272.0;HKD;HKG;83269695.0;367219355.0;HOCH
INGA.AS;ING GROEP N.V.;FINANCIALS;Banks - Diversified;27.465;78588469248.0;EUR;AMS;8207799.0;225427200.0;HOCH
NET;Cloudflare, Inc.;SOFTWARE;Software - Infrastructure;221.34;78562320384.0;USD;NYQ;4424550.0;979329897.0;HOCH
EQNR;Equinor ASA;ENERGY;Oil & Gas Integrated;31.475;78362173440.0;USD;NYQ;5113782.0;160956288.0;HOCH
ECL;Ecolab Inc.;MATERIALS;Specialty Chemicals;278.385;78347984896.0;USD;NYQ;1637140.0;455755219.0;HOCH
SNOW;Snowflake Inc.;SOFTWARE;Software - Application;225.04;77998858240.0;USD;NYQ;8610393.0;1937682841.0;HOCH
ITW;Illinois Tool Works Inc.;INDUSTRIALS;Specialty Industrial Machinery;264.36;76056371200.0;USD;NYQ;1347398.0;356198135.0;HOCH
NOK;Nokia Corporation Sponsored;TECHNOLOGY;Communication Equipment;13.62;76034113536.0;USD;NYQ;110126093.0;1499917387.0;HOCH
CP;Canadian Pacific Kansas City Li;INDUSTRIALS;Railroads;84.92;75386568704.0;USD;NYQ;2928001.0;248645845.0;HOCH
CRH;CRH PLC;MATERIALS;Building Materials;112.705;75309506560.0;USD;NYQ;4863590.0;548150911.0;HOCH
COHR;Coherent Corp.;TECHNOLOGY;Scientific & Technical Instruments;383.65;75057029120.0;USD;NYQ;6185241.0;2372967710.0;HOCH
FDX;FedEx Corporation;INDUSTRIALS;Integrated Freight & Logistics;313.625;74833043456.0;USD;NYQ;2013594.0;631513418.0;HOCH
ICE;Intercontinental Exchange Inc.;FINANCIALS;Financial Data & Stock Exchanges;131.18;74183925760.0;USD;NYQ;3768775.0;494387904.0;HOCH
BP.L;BP PLC $0.25;ENERGY;Oil & Gas Integrated;480.05;74169556992.0;GBp;LSE;45925195.0;22046389860.0;HOCH
CL;Colgate-Palmolive Company;CONSUMER DEFENSIVE;Household & Personal Products;92.53;74041516032.0;USD;NYQ;5566067.0;515028180.0;HOCH
TDG;Transdigm Group Incorporated;DEFENSE;Aerospace & Defense;1323.165;74009362432.0;USD;NYQ;395658.0;523520818.0;HOCH
CI;The Cigna Group;HEALTHCARE;Healthcare Plans;278.635;73707986944.0;USD;NYQ;1582964.0;441069174.0;HOCH
CVNA;Carvana Co.;CONSUMER CYCLICAL;Auto & Truck Dealerships;67.145;73647030272.0;USD;NYQ;12222880.0;820705278.0;HOCH
ROST;Ross Stores, Inc.;CONSUMER CYCLICAL;Apparel Retail;228.4;73266397184.0;USD;NMS;2836891.0;647945904.0;HOCH
AEP;American Electric Power Company;UTILITIES;Utilities - Regulated Electric;134.56;73214771200.0;USD;NMS;4181669.0;562685381.0;HOCH
NXPI;NXP Semiconductors N.V.;SEMICONDUCTOR;Semiconductors;289.02;72969183232.0;USD;NMS;3861624.0;1116086568.0;HOCH
INTU;Intuit Inc.;SOFTWARE;Software - Application;265.8499;72719785984.0;USD;NMS;4653103.0;1237026967.0;HOCH
KMI;Kinder Morgan, Inc.;ENERGY;Oil & Gas Midstream;32.65;72640569344.0;USD;NYQ;11240191.0;366992236.0;HOCH
NOC;Northrop Grumman Corporation;DEFENSE;Aerospace & Defense;508.71;72253849600.0;USD;NYQ;871258.0;443217657.0;HOCH
VLO;Valero Energy Corporation;ENERGY;Oil & Gas Refining & Marketing;241.495;71707779072.0;USD;NYQ;3179079.0;767731683.0;HOCH
MPC;Marathon Petroleum Corporation;ENERGY;Oil & Gas Refining & Marketing;245.43;71650009088.0;USD;NYQ;2344124.0;575318353.0;HOCH
GM;General Motors Company;CONSUMER CYCLICAL;Auto Manufacturers;79.46;71646314496.0;USD;NYQ;7504687.0;596322429.0;HOCH
EOG;EOG Resources, Inc.;ENERGY;Oil & Gas E&P;133.8;71265697792.0;USD;NYQ;3976774.0;532092361.0;HOCH
CNI;Canadian National Railway Compa;INDUSTRIALS;Railroads;116.34;70571843584.0;USD;NYQ;1460909.0;169962153.0;HOCH
AON;Aon plc;FINANCIALS;Insurance Brokers;327.54;69954994176.0;USD;NYQ;1472156.0;482189976.0;HOCH
SLB;SLB Limited;ENERGY;Oil & Gas Equipment & Services;46.45;69437956096.0;USD;NYQ;15110917.0;701902095.0;HOCH
MPWR;Monolithic Power Systems, Inc.;SEMICONDUCTOR;Semiconductors;1412.05;69374017536.0;USD;NMS;713870.0;1008020134.0;HOCH
CTAS;Cintas Corporation;INDUSTRIALS;Specialty Business Services;172.635;69077630976.0;USD;NMS;2227454.0;384536521.0;HOCH
DLR;Digital Realty Trust, Inc.;REAL ESTATE;REIT - Specialty;192.87;68989419520.0;USD;NYQ;2201461.0;424595783.0;HOCH
UMC;United Microelectronics Corpora;SEMICONDUCTOR;Semiconductors;27.47;68930101248.0;USD;NYQ;15382883.0;422567796.0;HOCH
E;ENI S.p.A.;ENERGY;Oil & Gas Integrated;47.05;68827308032.0;USD;NYQ;481037.0;22632791.0;HOCH
NOKIA.HE;Nokia Corporation;TECHNOLOGY;Communication Equipment;12.315;68748902400.0;EUR;HEL;17159488.0;211319095.0;HOCH
NSC;Norfolk Southern Corporation;INDUSTRIALS;Railroads;305.69;68656140288.0;USD;NYQ;1272485.0;388985940.0;HOCH
TRV;The Travelers Companies, Inc.;FINANCIALS;Insurance - Property & Casualty;322.42;68560904192.0;USD;NYQ;1583075.0;510415042.0;HOCH
PSX;Phillips 66;ENERGY;Oil & Gas Refining & Marketing;168.61;67601653760.0;USD;NYQ;2727477.0;459879897.0;HOCH
ENGI.PA;ENGIE;UTILITIES;Utilities - Diversified;26.5;67334762496.0;EUR;PAR;3820818.0;101251677.0;HOCH
ALAB;Astera Labs, Inc.;SEMICONDUCTOR;Semiconductors;391.2;67054788608.0;USD;NMS;6075798.0;2376852178.0;HOCH
MSI;Motorola Solutions, Inc.;TECHNOLOGY;Communication Equipment;403.05;66904518656.0;USD;NYQ;1096651.0;442005186.0;HOCH
BSX;Boston Scientific Corporation;HEALTHCARE;Medical Devices;44.535;66194829312.0;USD;NYQ;19929017.0;887538772.0;HOCH
REGN;Regeneron Pharmaceuticals, Inc.;BIOTECH;Biotechnology;628.75;65917542400.0;USD;NMS;958891.0;602902716.0;HOCH
TER;Teradyne, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;420.32;65797799936.0;USD;NMS;3946951.0;1658982444.0;HOCH
CIEN;Ciena Corporation;TECHNOLOGY;Communication Equipment;463.61;65625350144.0;USD;NYQ;2813480.0;1304357463.0;HOCH
LITE;Lumentum Holdings Inc.;TECHNOLOGY;Communication Equipment;826.42;64295473152.0;USD;NMS;6055075.0;5004035082.0;HOCH
TGT;Target Corporation;CONSUMER DEFENSIVE;Discount Stores;140.58;63850184704.0;USD;NYQ;5104185.0;717546327.0;HOCH
SU;Suncor Energy  Inc.;ENERGY;Oil & Gas Integrated;54.02;63783858176.0;USD;NYQ;4275079.0;230939768.0;HOCH
NBIS;Nebius Group N.V.;COMMUNICATION;Internet Content & Information;250.52;63657353216.0;USD;NMS;17464296.0;4375155434.0;HOCH
HPE;Hewlett Packard Enterprise Comp;TECHNOLOGY;Communication Equipment;47.98;63535284224.0;USD;NYQ;25353420.0;1216457092.0;HOCH
VALE;VALE S.A.;MATERIALS;Other Industrial Metals & Mining;14.815;63073480704.0;USD;NYQ;24265467.0;359492894.0;HOCH
TFC;Truist Financial Corporation;FINANCIALS;Banks - Regional;50.12;62443470848.0;USD;NYQ;9317103.0;466973202.0;HOCH
STM;STMicroelectronics N.V.;SEMICONDUCTOR;Semiconductors;69.91;62135599104.0;USD;NYQ;12226954.0;854786354.0;HOCH
PCAR;PACCAR Inc.;INDUSTRIALS;Farm & Heavy Construction Machinery;117.805;61999149056.0;USD;NMS;2943567.0;346766910.0;HOCH
NKE;Nike, Inc.;CONSUMER CYCLICAL;Footwear & Accessories;41.795;61893672960.0;USD;NYQ;23857153.0;997109710.0;HOCH
APD;Air Products and Chemicals, Inc;MATERIALS;Specialty Chemicals;277.88;61878509568.0;USD;NYQ;1194856.0;332026585.0;HOCH
RACE;Ferrari N.V.;CONSUMER CYCLICAL;Auto Manufacturers;348.39;61314838528.0;USD;NYQ;638829.0;222561635.0;HOCH
NU;Nu Holdings Ltd.;FINANCIALS;Banks - Regional;12.58;61160701952.0;USD;NYQ;52924811.0;665794122.0;HOCH
CARR;Carrier Global Corporation;INDUSTRIALS;Building Products & Equipment;73.4904;61039689728.0;USD;NYQ;6670674.0;490230501.0;HOCH
D;Dominion Energy, Inc.;UTILITIES;Utilities - Regulated Electric;69.275;60928229376.0;USD;NYQ;6734232.0;466513922.0;HOCH
MRK.DE;MERCK KGAA                    I;PHARMA;Drug Manufacturers - Specialty & Generic;140.1;60912386048.0;EUR;GER;356535.0;49950554.0;HOCH
ENI.MI;ENI;ENERGY;Oil & Gas Integrated;20.795;60840120320.0;EUR;MIL;11668558.0;242647664.0;HOCH
ALL;Allstate Corporation (The);FINANCIALS;Insurance - Property & Casualty;235.86;60715298816.0;USD;NYQ;1586504.0;374192833.0;HOCH
SRE;DBA Sempra;UTILITIES;Utilities - Diversified;92.56;60507156480.0;USD;NYQ;3669579.0;339656232.0;HOCH
AFL;AFLAC Incorporated;FINANCIALS;Insurance - Life;118.19;60156928000.0;USD;NYQ;2483903.0;293572496.0;HOCH
KEYS;Keysight Technologies Inc.;TECHNOLOGY;Scientific & Technical Instruments;349.67;59756982272.0;USD;NYQ;1422211.0;497304520.0;HOCH
DAL;Delta Air Lines, Inc.;INDUSTRIALS;Airlines;90.09;59188621312.0;USD;NYQ;9038937.0;814317834.0;HOCH
O;Realty Income Corporation;REAL ESTATE;REIT - Retail;62.39;58178207744.0;USD;NYQ;5870300.0;366248017.0;HOCH
TEL;TE Connectivity plc;TECHNOLOGY;Electronic Components;198.87;58049318912.0;USD;NYQ;2627927.0;522615842.0;HOCH
SE;Sea Limited;CONSUMER CYCLICAL;Internet Retail;94.09;57628667904.0;USD;NYQ;3971466.0;373675236.0;HOCH
DHL.DE;DEUTSCHE POST AG              N;INDUSTRIALS;Integrated Freight & Logistics;51.18;57282871296.0;EUR;GER;2055708.0;105211135.0;HOCH
TRGP;Targa Resources, Inc.;ENERGY;Oil & Gas Midstream;265.46;56979369984.0;USD;NYQ;1246346.0;330855009.0;HOCH
AJG;Arthur J. Gallagher & Co.;FINANCIALS;Insurance Brokers;220.61;56683974656.0;USD;NYQ;1868288.0;412163016.0;HOCH
PSA;Public Storage;REAL ESTATE;REIT - Industrial;319.555;56107352064.0;USD;NYQ;985651.0;314969705.0;HOCH
BKR;Baker Hughes Company;ENERGY;Oil & Gas Equipment & Services;56.12;55674892288.0;USD;NMS;8069414.0;452855514.0;HOCH
F;Ford Motor Company;CONSUMER CYCLICAL;Auto Manufacturers;13.7902;54949711872.0;USD;NYQ;57557185.0;793725093.0;HOCH
OKE;ONEOK, Inc.;ENERGY;Oil & Gas Midstream;87.145;54904209408.0;USD;NYQ;4220595.0;367803751.0;HOCH
MET;MetLife, Inc.;FINANCIALS;Insurance - Life;85.12;54769340416.0;USD;NYQ;3553624.0;302484475.0;HOCH
VST;Vistra Corp.;UTILITIES;Utilities - Independent Power Producers;161.89;54586470400.0;USD;NYQ;4654232.0;753473618.0;HOCH
AME;AMETEK, Inc.;INDUSTRIALS;Specialty Industrial Machinery;236.99;54344036352.0;USD;NYQ;1230022.0;291502914.0;HOCH
FLEX;Flex Ltd.;TECHNOLOGY;Electronic Components;147.95;54205612032.0;USD;NMS;6523253.0;965115281.0;HOCH
LHX;L3Harris Technologies, Inc.;DEFENSE;Aerospace & Defense;290.71;54157803520.0;USD;NYQ;1349941.0;392441348.0;HOCH
CRWV;CoreWeave, Inc.;SOFTWARE;Software - Infrastructure;98.57;53776871424.0;USD;NMS;30651916.0;3021359360.0;HOCH
FAST;Fastenal Company;INDUSTRIALS;Industrial Distribution;46.665;53573058560.0;USD;NMS;7001630.0;326731064.0;HOCH
RKLB;Rocket Lab Corporation;DEFENSE;Aerospace & Defense;85.65;53515726848.0;USD;NMS;27309187.0;2339031867.0;HOCH
BA.L;BAE SYSTEMS PLC ORD 2.5P;DEFENSE;Aerospace & Defense;1824.5;53508763648.0;GBp;LSE;6688778.0;12203675461.0;HOCH
EW;Edwards Lifesciences Corporatio;HEALTHCARE;Medical Devices;89.665;51629109248.0;USD;NYQ;5092230.0;456594803.0;HOCH
FANG;Diamondback Energy, Inc.;ENERGY;Oil & Gas E&P;182.775;51417038848.0;USD;NMS;2813045.0;514154300.0;HOCH
EA;Electronic Arts Inc.;COMMUNICATION;Electronic Gaming & Multimedia;204.74;51338862592.0;USD;NMS;1899945.0;388994739.0;HOCH
ROK;Rockwell Automation, Inc.;INDUSTRIALS;Specialty Industrial Machinery;460.28;51217174528.0;USD;NYQ;738191.0;339774553.0;HOCH
XEL;Xcel Energy Inc.;UTILITIES;Utilities - Regulated Electric;81.33;50771845120.0;USD;NMS;5339883.0;434292684.0;HOCH
OXY;Occidental Petroleum Corporatio;ENERGY;Oil & Gas E&P;50.9025;50629390336.0;USD;NYQ;13357340.0;679921999.0;HOCH
DVN;Devon Energy Corporation;ENERGY;Oil & Gas E&P;42.625;49163808768.0;USD;NYQ;14657788.0;624788214.0;HOCH
EBAY;eBay Inc.;CONSUMER CYCLICAL;Internet Retail;110.49;49057558528.0;USD;NMS;5417053.0;598530186.0;HOCH
MCHP;Microchip Technology Incorporat;SEMICONDUCTOR;Semiconductors;89.94;48776298496.0;USD;NMS;10950704.0;984906318.0;HOCH
CRDO;Credo Technology Group Holding ;SEMICONDUCTOR;Semiconductors;260.785;48630640640.0;USD;NMS;7830798.0;2042154656.0;HOCH
LNG;Cheniere Energy, Inc.;ENERGY;Oil & Gas Midstream;230.82;48368762880.0;USD;NYQ;2509391.0;579217631.0;HOCH
EXC;Exelon Corporation;UTILITIES;Utilities - Regulated Electric;47.01;48101011456.0;USD;NMS;8153425.0;383292509.0;HOCH
ASM.AS;ASM International N.V.;SEMICONDUCTOR;Semiconductor Equipment & Materials;969.2;47380381696.0;EUR;AMS;162916.0;157898187.0;HOCH
DHI;D.R. Horton, Inc.;CONSUMER CYCLICAL;Residential Construction;166.95;47343616000.0;USD;NYQ;2454735.0;409818008.0;HOCH
HEI;Heico Corporation;DEFENSE;Aerospace & Defense;337.295;47106379776.0;USD;NYQ;689404.0;232532522.0;HOCH
STT;State Street Corporation;FINANCIALS;Asset Management;168.67;46682296320.0;USD;NYQ;2129616.0;359202331.0;HOCH
WAB;Westinghouse Air Brake Technolo;INDUSTRIALS;Railroads;273.54;46413541376.0;USD;NYQ;972458.0;266006161.0;HOCH
HO.PA;THALES;DEFENSE;Aerospace & Defense;225.3;46294978560.0;EUR;PAR;286616.0;64574585.0;HOCH
EOAN.DE;E.ON SE                       N;UTILITIES;Utilities - Diversified;17.615;46029369344.0;EUR;GER;4084358.0;71945966.0;HOCH
CCJ;Cameco Corporation;URANIUM;Uranium;104.72;45609017344.0;USD;NYQ;3146595.0;329511428.0;HOCH
GFS;GlobalFoundries Inc.;SEMICONDUCTOR;Semiconductors;81.9;44938600448.0;USD;NMS;4696432.0;384637781.0;HOCH
ORA.PA;ORANGE;COMMUNICATION;Telecom Services;16.89;44886708224.0;EUR;PAR;4513893.0;76239653.0;HOCH
RHM.DE;RHEINMETALL AG                I;DEFENSE;Aerospace & Defense;949.0;44168372224.0;EUR;GER;246997.0;234400153.0;HOCH
TTWO;Take-Two Interactive Software, ;COMMUNICATION;Electronic Gaming & Multimedia;237.68;44129251328.0;USD;NMS;2216887.0;526909702.0;HOCH
IDXX;IDEXX Laboratories, Inc.;HEALTHCARE;Diagnostics & Research;552.2951;43566694400.0;USD;NMS;600788.0;331812269.0;HOCH
ON;ON Semiconductor Corporation;SEMICONDUCTOR;Semiconductors;111.43;43324342272.0;USD;NMS;11645246.0;1297629762.0;HOCH
BAS.DE;BASF SE                       N;MATERIALS;Chemicals;48.89;43234660352.0;EUR;GER;2914998.0;142514252.0;HOCH
KDP;Keurig Dr Pepper Inc.;CONSUMER DEFENSIVE;Beverages - Non-Alcoholic;31.565;42939256832.0;USD;NMS;11949930.0;377199540.0;HOCH
FANUY;Fanuc Corporation;INDUSTRIALS;Specialty Industrial Machinery;22.8;42552020992.0;USD;PNK;471601.0;10752503.0;HOCH
UAL;United Airlines Holdings, Inc.;INDUSTRIALS;Airlines;129.455;42017173504.0;USD;NMS;6768032.0;876155583.0;HOCH
AMP;Ameriprise Financial, Inc.;FINANCIALS;Asset Management;461.1;41451548672.0;USD;NYQ;644790.0;297312669.0;HOCH
P911.DE;Dr. Ing. h.c. F. Porsche AG   I;CONSUMER CYCLICAL;Auto Manufacturers;45.08;41067880448.0;EUR;GER;566289.0;25528308.0;HOCH
ADSK;Autodesk, Inc.;SOFTWARE;Software - Application;194.24;41012854784.0;USD;NMS;2409440.0;468009626.0;HOCH
CLS;Celestica, Inc.;TECHNOLOGY;Electronic Components;356.54;40992509952.0;USD;NYQ;2232679.0;796039371.0;HOCH
AUTO.OL;AUTOSTORE HOLDINGS LTD.;INDUSTRIALS;Specialty Industrial Machinery;12.17;40928718848.0;NOK;OSL;6261834.0;76206520.0;HOCH
PEG;Public Service Enterprise Group;UTILITIES;Utilities - Regulated Electric;82.12;40922157056.0;USD;NYQ;2769185.0;227405472.0;HOCH
ED;Consolidated Edison, Inc.;UTILITIES;Utilities - Regulated Electric;110.6;40759382016.0;USD;NYQ;2291759.0;253468545.0;HOCH
AIG;American International Group, I;FINANCIALS;Insurance - Diversified;76.87;40756953088.0;USD;NYQ;4156727.0;319527604.0;HOCH
BDX;Becton, Dickinson and Company;HEALTHCARE;Medical Instruments & Supplies;147.64;40680787968.0;USD;NYQ;2835066.0;418569144.0;HOCH
CMG;Chipotle Mexican Grill, Inc.;CONSUMER CYCLICAL;Restaurants;31.6402;40585957376.0;USD;NYQ;17537275.0;554882888.0;HOCH
VMC;Vulcan Materials Company (Holdi;MATERIALS;Building Materials;308.38;40013811712.0;USD;NYQ;1149529.0;354491753.0;HOCH
COIN;Coinbase Global, Inc.;FINANCIALS;Financial Data & Stock Exchanges;150.95;39790481408.0;USD;NMS;9593969.0;1448209621.0;HOCH
ELE.MC;ENDESA,S.A.;UTILITIES;Utilities - Regulated Electric;38.77;39681777664.0;EUR;MCE;731019.0;28341607.0;HOCH
JBL;Jabil Inc.;TECHNOLOGY;Electronic Components;370.69;39108767744.0;USD;NYQ;1223990.0;453720853.0;HOCH
VOW.DE;VOLKSWAGEN AG                 I;CONSUMER CYCLICAL;Auto Manufacturers;77.6;38900510720.0;EUR;GER;64087.0;4973151.0;MITTEL
BAYN.DE;Bayer AG                      N;PHARMA;Drug Manufacturers - General;39.59;38894170112.0;EUR;GER;2715157.0;107493066.0;HOCH
IRM;Iron Mountain Incorporated (Del;REAL ESTATE;REIT - Specialty;130.5;38826971136.0;USD;NYQ;1500750.0;195847875.0;HOCH
HOT.DE;HOCHTIEF AG                   I;INDUSTRIALS;Engineering & Construction;509.5;38335598592.0;EUR;GER;70106.0;35719007.0;HOCH
ARES;Ares Management Corporation;FINANCIALS;Asset Management;115.875;38220976128.0;USD;NYQ;2938658.0;340516996.0;HOCH
VOW3.DE;VOLKSWAGEN AG                 V;CONSUMER CYCLICAL;Auto Manufacturers;76.02;38108463104.0;EUR;GER;908169.0;69039007.0;HOCH
PCG;Pacific Gas & Electric Co.;UTILITIES;Utilities - Regulated Electric;17.095;37647028224.0;USD;NYQ;20335122.0;347628911.0;HOCH
PYPL;PayPal Holdings, Inc.;FINANCIALS;Credit Services;42.665;37635031040.0;USD;NMS;15040622.0;641708138.0;HOCH
HSY;The Hershey Company;CONSUMER DEFENSIVE;Confectioners;183.02;37124395008.0;USD;NYQ;2058616.0;376767900.0;HOCH
AXON;Axon Enterprise, Inc.;DEFENSE;Aerospace & Defense;459.2821;37019090944.0;USD;NMS;1168532.0;536685831.0;HOCH
PRU;Prudential Financial, Inc.;FINANCIALS;Insurance - Life;106.32;36927606784.0;USD;NYQ;2087125.0;221903130.0;HOCH
CCI;Crown Castle Inc.;REAL ESTATE;REIT - Specialty;82.74;36112035840.0;USD;NYQ;3651635.0;302136280.0;HOCH
KR;Kroger Company (The);CONSUMER DEFENSIVE;Grocery Stores;58.89;36099567616.0;USD;NYQ;6545164.0;385444708.0;HOCH
KMB;Kimberly-Clark Corporation;CONSUMER DEFENSIVE;Household & Personal Products;107.1;35550810112.0;USD;NMS;4597814.0;492425879.0;HOCH
ESLT;Elbit Systems Ltd.;DEFENSE;Aerospace & Defense;755.94;35414626304.0;USD;NMS;120287.0;90929755.0;HOCH
ADM;Archer-Daniels-Midland Company;CONSUMER DEFENSIVE;Farm Products;73.34;35346690048.0;USD;NYQ;3727620.0;273383651.0;HOCH
RBLX;Roblox Corporation;COMMUNICATION;Electronic Gaming & Multimedia;48.38;34639052800.0;USD;NYQ;11674098.0;564792861.0;HOCH
PAYX;Paychex, Inc.;SOFTWARE;Software - Application;96.495;34573279232.0;USD;NMS;3496388.0;337383960.0;HOCH
MSTR;Strategy Inc;SOFTWARE;Software - Application;95.22;34068506624.0;USD;NMS;18654853.0;1776315103.0;HOCH
ROP;Roper Technologies, Inc.;SOFTWARE;Software - Application;332.985;33603964928.0;USD;NMS;1188370.0;395709384.0;HOCH
EQT;EQT Corporation;ENERGY;Oil & Gas E&P;51.745;32365359104.0;USD;NYQ;7364591.0;381080761.0;HOCH
TSEM;Tower Semiconductor Ltd.;SEMICONDUCTOR;Semiconductors;269.06;32015185920.0;USD;NMS;2569846.0;691442765.0;HOCH
EXPE;Expedia Group, Inc.;CONSUMER CYCLICAL;Travel Services;265.965;31921672192.0;USD;NMS;1645414.0;437622535.0;HOCH
VOD;Vodafone Group Plc;COMMUNICATION;Telecom Services;13.835;31857498112.0;USD;NMS;3836943.0;53084106.0;HOCH
ADS.DE;adidas AG                     N;CONSUMER CYCLICAL;Footwear & Accessories;176.0;31213412352.0;EUR;GER;661372.0;116401472.0;HOCH
RJF;Raymond James Financial, Inc.;FINANCIALS;Asset Management;155.38;30280927232.0;USD;NYQ;1408958.0;218923894.0;HOCH
FM.TO;FIRST QUANTUM MINERALS LTD;MINING;Copper;36.42;30162536448.0;CAD;TOR;3305219.0;120376076.0;HOCH
EL;Estee Lauder Companies, Inc. (T;CONSUMER DEFENSIVE;Household & Personal Products;83.29;30133899264.0;USD;NYQ;4121846.0;343308553.0;HOCH
NTAP;NetApp, Inc.;SOFTWARE;Software - Infrastructure;153.735;30119749632.0;USD;NMS;2954624.0;454229121.0;HOCH
SATS;EchoStar Corporation;COMMUNICATION;Telecom Services;103.915;30115971072.0;USD;NMS;8385132.0;871340992.0;HOCH
NRG;NRG Energy, Inc.;UTILITIES;Utilities - Independent Power Producers;141.27;29806059520.0;USD;NYQ;2654798.0;375043313.0;HOCH
CASY;Caseys General Stores, Inc.;CONSUMER CYCLICAL;Specialty Retail;804.96;29787473920.0;USD;NMS;639038.0;514400028.0;HOCH
EC;Ecopetrol S.A.;ENERGY;Oil & Gas Integrated;14.48;29768486912.0;USD;NYQ;3203496.0;46386622.0;HOCH
BIIB;Biogen Inc.;PHARMA;Drug Manufacturers - General;201.19;29703112704.0;USD;NMS;1188814.0;239177489.0;HOCH
WDAY;Workday, Inc.;SOFTWARE;Software - Application;119.4;29488633856.0;USD;NMS;5246893.0;626479024.0;HOCH
